ZL,ZR,ZF,ZM,ZC
1.43570739900987,-0.9449475407885934,14.034015647111065,26.76115429239847,1.2955401405721854
1.3071516107202552,-0.9118944543575256,9.073212550583236,13.126864309254168,2.868175901696934
1.3283810069515685,-0.8898590634034803,8.718869472259819,12.653481479840687,2.8809499878103644
0.6584756147634835,-0.41609815789150695,0.7815845178152899,12.540621997331513,1.9947136599809112
0.38603169646163926,-0.9229121498345482,9.923635938559435,13.89873577001767,1.3443346698852094
0.8872813297009631,-0.5152574171847106,5.671518998678437,13.169946611710321,1.3282909558117115
1.7010748519012768,-0.9449475407885934,6.3093365396605865,12.811655754569454,1.3155987164388037
-0.04327387177156968,-0.9339298453115709,4.325015301049454,12.82058571362321,1.2978729403957838
-0.5433440941091537,-0.9174033020960368,3.1202488347498383,14.447880752041476,0.5751026778315904
-0.14588262022291354,-0.867823672449435,3.6871977600673045,16.993156581273,-0.07666358421837717
-0.30628250285949704,-0.8292617382798557,2.198956831108956,11.622783705864858,1.4417205453845863
2.2837038373606324,-0.9174033020960368,9.427555628906651,12.07046915310769,1.246284000620078
1.4109397700733388,-0.5813635900468465,1.2067962118033895,14.449780743329509,0.4163041328635069
1.4451426862237873,-0.9339298453115709,7.514103005960202,7.704099174078509,3.658441142673654
0.035746658644982554,-0.9394386930500822,2.6950371407617384,12.00534695171035,1.0809997398788835
0.8318490173192027,-0.5923812855238691,0.7107159021506066,10.326419650039782,1.6442086780986098
-0.15767672924030973,-0.9118944543575256,6.3093365396605865,7.358158260309858,3.594292288193184
-0.29684721564558064,-0.7025582402940955,1.9863509841149056,12.67476138226666,0.625775408054124
1.6833836883751832,-0.9394386930500822,3.6871977600673045,7.22169138604687,3.6758326120043803
-0.6412351989535393,-0.8182440428028331,1.844613752785539,14.989710767606354,-0.07517436632732859
0.685602065503494,-0.9284209975730594,6.663679617984003,7.115054375006005,3.5016640250007107
-0.5433440941091537,-0.9174033020960368,0.7815845178152899,9.370201534554853,1.8365243776479163
2.1091510239031726,-0.8237528905413445,5.813256230007803,13.676531788882183,0.10616974194718852
-0.047991515378528256,-0.5428016558772673,0.5689786708212401,9.740224837899326,1.5296181394726795
0.020414316922368066,-0.8568059769724125,2.269825446773639,12.564419388214128,0.35236250299008776
-0.26500312129861164,-0.8568059769724125,3.545460528737938,10.75168520008382,0.9782324033182348
1.3283810069515685,-0.9339298453115709,14.246621494105115,8.10323984391209,2.294903401409764
2.209400950551038,-0.8898590634034803,4.395883916714137,6.239728388609093,3.847707326160791
1.7883512586300068,-0.8512971292339011,6.3093365396605865,6.735816113914571,3.332677849386809
0.7374961451800358,-0.8898590634034803,5.31717592035502,6.266755764681366,3.8009092178212054
1.6774866338664844,-0.9394386930500822,2.9076429877557883,6.020801892445463,4.041719322130593
2.269550906539757,-0.9063856066190142,5.884124845672487,6.257208308458999,3.7477830817769435
2.1079716130014337,-0.8623148247109237,8.435395009601084,9.672205149787738,1.20489210538023
1.7034336737047564,-0.9339298453115709,5.884124845672487,6.217973488361112,3.6598394407818855
1.4015044828594216,-0.9339298453115709,2.482431293767689,12.721501167952276,0.018965659399750433
0.16666126873807685,-0.3555008327678824,0.9233217491446566,9.645652771537472,1.1671049130727347
2.17519803440059,-0.7631555654177199,0.8524531334799732,8.193299430964867,1.9749687722432887
1.69163956468736,-0.26185042121319,2.9785116034204715,5.875262559782118,4.003201519981294
1.2151575603845677,-0.9449475407885934,10.915796557865,10.06906583007568,0.90888496070592
0.43556695433470183,-0.7631555654177199,4.8919642263669205,5.866095101817357,3.8250653786870923
1.6609748812421308,-0.9394386930500822,6.0967306926665366,5.726303242800312,3.983922067951869
-0.37822656786561193,-0.9339298453115709,1.6320079057914894,8.73137696373588,1.4952634083715168
1.361404512200276,-0.9339298453115709,5.884124845672487,5.865335105302144,3.650884412959048
-0.07275914431505914,-0.8788413679264576,2.4115626781030053,11.373552348657098,0.2302456783042924
2.258936208424101,-0.7411201744636747,2.9785116034204715,6.81637574452718,2.6313133931491444
-0.33340895359950745,-0.8292617382798557,0.6398472864859234,7.988100371857277,1.6627277637372595
-1.017467276608467,-0.9449475407885934,6.947154080642735,8.087612415568017,1.589531187078761
1.564263187299484,-0.9118944543575256,8.648000856595134,5.844102702658373,3.4294316957859916
2.1964274306319025,-0.9394386930500822,6.7345482336486855,5.628216192555596,3.661745098870675
-0.15767672924030973,0.7242333239803358,4.112409454055404,9.593070512641152,0.7644690813756688
0.7681608286252647,-0.9449475407885934,12.545774718152716,10.372304439645784,0.4352744143490994
-0.7969174379831645,-0.9284209975730594,5.31717592035502,5.4606369609510645,3.8034110727149435
1.4168368245820373,-0.8898590634034803,1.2067962118033895,9.217204736085977,0.901839048141836
0.9604048056088172,-0.9449475407885934,2.553299909432372,5.35860742878368,3.71154875391361
1.145572317181932,-0.9449475407885934,3.9706722227260376,5.607458787733833,3.3933020135899743
2.2601156193258403,-0.9284209975730594,7.018022696307419,9.46377610549049,0.5749653486529376
0.9769165582331715,-0.8292617382798557,4.041540838390721,5.431044596639946,3.4234283823642726
0.8967166169148798,-0.9284209975730594,8.081051931277669,8.884801260244563,0.7863423198043165
2.230630346782351,-0.867823672449435,3.049380219085155,6.485919759755999,2.292988075147699
2.1964274306319025,-0.8347705860183671,4.537621148043504,9.385923962463329,0.5248362489390207
2.170480390793632,-0.867823672449435,3.9706722227260376,5.2256080386213535,3.5612107694889312
2.2766273719501946,-0.9449475407885934,4.608489763708187,5.642941125037853,3.061344277862215
-0.1152179367776843,-0.9174033020960368,5.1045700733609705,8.05118008261998,1.1678142821488522
-0.5150382324674035,-0.8733325201879463,5.954993461337169,8.896248707754964,0.6820169249291399
-0.10106500595680959,-0.9063856066190142,1.2776648274680729,6.967235052797019,1.8128613639527444
1.9617246611857249,-0.8457882814953896,5.175438689025653,4.92930439725257,3.8084386039724443
0.9898900781523067,-0.46567778753810884,1.4194020587974394,7.848926010008842,1.2036252879362086
-0.15177967473161114,-0.8457882814953896,1.561139290126806,7.257933719866104,1.5770421416530884
-0.28387369572644494,-0.9449475407885934,13.112723643470183,12.277663203067714,-0.5500769636816998
0.5240227719651709,-0.9118944543575256,1.2776648274680729,7.926398154778398,1.1162718166923609
-1.0563878363658732,-0.6089078287394031,0.42724143949187354,9.147950053637166,0.48525327595239115
0.159584803327639,-0.8457882814953896,3.6871977600673045,5.714903295072112,2.7813002989884725
-0.775688041751852,-0.9284209975730594,9.711030091565386,9.584805550538208,0.28299518841333954
0.9863518454470882,-0.8788413679264576,3.4745919130732545,5.978527086286724,2.498374376705532
-0.26382371039687236,-0.7521378699406973,1.7028765214561725,9.144530069318707,0.45444707823968283
-0.19305905629249728,-0.8292617382798557,0.7107159021506066,7.271471157793341,1.462259759850786
-1.3064229475346651,-0.7906998041102765,0.7815845178152899,7.215326415231959,1.478949997168969
-0.5457029159126328,-0.8512971292339011,0.285504208162507,6.928760229214346,1.6086928085845338
-0.27915605211948685,-0.9063856066190142,6.380205155325269,5.837642732279059,2.4735204842793195
1.880345308965694,-0.9174033020960368,4.8919642263669205,6.741801086471876,1.690213119763976
-1.0009555239841128,-0.9174033020960368,1.2776648274680729,9.08981032022335,0.3258419895381287
